;Nframes;final_subj_score;ds;lt;vid_fps;PSNR_vec;PSNR_mean;PSNR_hyst;PSNR_kmeans;PSNR_perc;PSNRhvs_oss_vec;PSNRhvs_oss_mean;PSNRhvs_oss_hyst;PSNRhvs_oss_kmeans;PSNRhvs_oss_perc;SSIM_vec;SSIM_mean;SSIM_hyst;SSIM_kmeans;SSIM_perc;MSSIM_vec;MSSIM_mean;MSSIM_hyst;MSSIM_kmeans;MSSIM_perc;STRRED_vec;STRRED_mean;STRRED_hyst;STRRED_kmeans;STRRED_perc;GMSD_vec;GMSD_mean;GMSD_hyst;GMSD_kmeans;GMSD_perc;NIQE_vec;NIQE_mean;NIQE_hyst;NIQE_kmeans;NIQE_perc;VMAF_vec;VMAF_mean;VMAF_hyst;VMAF_kmeans;VMAF_perc;ns;tsl;continuous_subj_score;SSIM_SQI;MSSIM_SQI;PSNR_SQI;VSQM
10;1848.0;0.2965733178744053;0.0;73.92;25.0;"[39.28620093 39.54266425 39.05966102 ... 32.89526396 32.66026822
 32.17424223]";35.41245029230337;34.451434323610364;31.511107581258692;28.90206606008145;[36.1968 36.5397 35.7893 ... 27.8294 27.613  27.1444];31.09033387445887;30.040070979653862;27.19845542232624;24.86511847826087;[0.98382534 0.98487255 0.98343132 ... 0.91978102 0.91767139 0.91292275];0.9539989373303225;0.9436151727176398;0.8862378435420014;0.8686919486228042;[0.98143571 0.98242172 0.98116579 ... 0.92701012 0.92533683 0.92085114];0.9530842886380633;0.9426349459061545;0.8771605650200388;0.8549193114697943;"[ 60.29984563  61.21963906  75.18814367 ... 150.72231548 208.9339072
 208.9339072 ]";81.2584101278456;62.35444113165185;60.53876312082322;186.8698266138484;[0.03006072 0.02834661 0.03052653 ... 0.13794785 0.14035956 0.14635031];0.07279743749615665;0.06319457851759687;0.06325775809435233;0.1570536982842553;"[11.31432008 11.50444175 11.23688658 ... 10.27373213 10.19923512
 10.1828684 ]";10.85342502302831;10.572758229693349;10.421693980620034;11.812182163553885;"[38.26529353 44.22394469 36.97955436 ...  0.          0.
  0.        ]";12.28189691366707;7.1115602129193;10.600998048055393;0.0;0.0;73.92;"[-0.33200423 -0.33200423 -0.33200423 ...  0.3921136   0.3921136
  0.3921136 ]";0.954;0.95308;35.4125;1.0
11;1948.0;-0.055497373689629155;4.0;73.92;25.0;"[39.80522448 40.0691099  39.6386611  ... 34.4799513  34.2415135
 33.98651342]";35.73009594371765;34.764322831863495;31.519198034257244;28.854964581525106;[36.9865 37.3992 36.6418 ... 29.407  29.1421 28.9326];31.505436850649318;30.434805537367897;27.676315827208445;24.788721739130448;[0.98687617 0.98786698 0.98671051 ... 0.94564102 0.94321019 0.94108209];0.9571973564274334;0.9471417353127348;0.8848760067252687;0.8652567716810265;[0.98379917 0.98468344 0.98369259 ... 0.94767094 0.94580627 0.94382016];0.9555431227188182;0.9453104589300194;0.8765753440270198;0.8522445818013126;"[36.97902252 39.26817663 60.51159361 ... 33.73564174 42.91875474
 42.91875474]";64.05214318928203;48.016846714783085;44.00456474491019;184.30223022658828;[0.02836561 0.0262512  0.02826524 ... 0.12376462 0.12776711 0.13084161];0.0707165816131873;0.061104941164662974;0.06090765464446842;0.15799943958634644;"[11.33665063 11.05987894 11.25135781 ... 10.12355442  9.78335267
  9.86522081]";10.783019551003596;10.495819398631037;10.385031515163053;11.731241876009365;"[44.61564732 49.2373716  41.5146646  ... 11.48009527 11.05243178
  7.3507036 ]";15.989836766458373;10.800158331410724;13.854327806029982;0.0;1.0;34.12;"[-0.31429414 -0.31429414 -0.31429414 ...  0.20136463  0.20136463
  0.20136463]";0.93014;0.92805;33.468;0.9444182522029023
12;1848.0;0.11329778079775507;0.0;10.88;25.0;"[40.3125759  40.54607748 40.23631351 ... 34.91114163 34.71274852
 34.58818326]";35.983566478421466;35.04691450126648;32.142615371817136;27.98576662103286;[37.8868 38.3311 37.7137 ... 29.9985 29.776  29.7114];31.973907575757575;30.943437931891378;28.116291801822076;23.43014565217392;[0.988668   0.98936753 0.98858633 ... 0.95124058 0.94937496 0.94932724];0.9543954870777269;0.9434480190650966;0.8516376792135542;0.7777608879021006;[0.98526857 0.98591083 0.98524802 ... 0.95221996 0.95098872 0.95051852];0.953686354245905;0.942812047674785;0.8604700892550953;0.7928951065137122;"[26.11935746 24.77371379 40.30602851 ... 46.94414329 54.57065614
 54.57065614]";80.23204872151516;59.57453435803848;62.150813702345246;627.9889913334615;[0.0223899  0.02105572 0.02290545 ... 0.10717821 0.11076805 0.11079493];0.06520319407261807;0.05612778425714508;0.056854979934830886;0.18242746514436475;"[10.55858783 10.40776068 10.56947885 ...  9.27601147  8.95776474
  8.9394475 ]";10.141190875136354;9.818706101391264;9.892950622231231;12.407615177189571;"[58.41239063 63.14450293 57.21552901 ... 24.54453227 25.65639128
 24.70047119]";28.20648792375548;23.163444839101537;24.333772767766778;0.0;0.0;28.36;"[-0.32276602 -0.32276602 -0.32276602 ...  0.59504239  0.59504239
  0.59504239]";0.9544;0.95369;35.9836;1.0
13;2182.0;0.04993146754331218;13.36;0.0;25.0;"[40.46612073 40.66745824 40.34864922 ... 35.17196979 34.9958475
 34.82158504]";36.435242959713285;35.46291668922517;32.30269714712016;29.40802691677661;[38.1823 38.5393 37.9006 ... 30.2997 30.1107 29.9775];32.516562824675304;31.444120734861535;29.169606766562392;25.65238913043479;[0.98943316 0.99004137 0.98926645 ... 0.95558444 0.95396374 0.95332417];0.9653141634851996;0.9566839729289869;0.9088651207650456;0.8949649837175918;[0.98586507 0.98642406 0.98576266 ... 0.95568525 0.95461226 0.9536151 ];0.9620800161474076;0.9529566179389646;0.8955457566948931;0.8763313571691773;"[22.7519746  23.15881907 29.27858325 ... 39.54940093 39.66689587
 39.66689587]";50.00017362431548;37.697104068686116;32.9765826115272;151.8466708555544;[0.02159116 0.02031258 0.02272584 ... 0.1043551  0.10680524 0.1084816 ];0.06022841763542776;0.05196583893073249;0.0517120465318191;0.13631021955992778;"[10.4162413  10.51789165 10.49465539 ...  9.15192615  9.10223978
  8.76009672]";9.912171352492503;9.602214961099154;9.40306664677483;11.179597118828699;"[59.57613386 65.23460925 57.30193845 ... 26.97010091 28.4404524
 26.44852825]";31.098209440927533;25.177925365592372;24.933482410998646;0.37481788461631177;2.0;43.68;"[-0.28726075 -0.28726075 -0.28726075 ...  0.61251386  0.61251386
  0.61251386]";0.87087;0.868;29.1201;0.8109382959351554
14;2056.0;0.1898641636514444;8.32;13.88;25.0;"[40.46612073 40.66745824 40.34864922 ... 35.33550223 35.12836056
 34.91765241]";36.23603753150294;35.27167487372667;32.940109724393935;29.25261805516031;[38.1823 38.5393 37.9006 ... 30.499  30.2682 30.092 ];32.257625324675345;31.18453590806215;29.076995453680112;25.4189652173913;[0.98943316 0.99004137 0.98926645 ... 0.95820683 0.95649515 0.95548124];0.9622476553661308;0.9527183179215216;0.9021425787385674;0.884631926139936;[0.98586507 0.98642406 0.98576266 ... 0.95779594 0.9565278  0.95524705];0.9596554206966799;0.949842568013294;0.8902193355925841;0.8680405664045412;"[22.7519746  23.15881907 29.27858325 ... 29.28100604 35.59377961
 35.59377961]";56.80884715147555;42.904897384693555;36.20180287266583;168.41447229119757;[0.02159116 0.02031258 0.02272584 ... 0.10218599 0.10483796 0.10731647];0.06288237481258205;0.054165478266666456;0.05179888505122834;0.14260017511512296;"[10.4162413  10.51789165 10.49465539 ...  8.96711248  8.91080677
  8.82260929]";10.079749599099527;9.769736277242245;9.708431607600797;11.664321286637426;"[59.57613386 65.23460925 57.30193845 ... 29.27842597 30.41387282
 29.89678322]";27.530294456624297;21.592960878250732;22.845662580674837;0.0;1.0;34.24;"[-0.39829408 -0.39829408 -0.39829408 ...  0.57882658  0.57882658
  0.57882658]";0.89742;0.89503;31.4415;0.867564168134302
15;1848.0;0.11993708217167072;0.0;22.2;25.0;"[40.46612073 40.66745824 40.34864922 ... 34.91728274 34.71299554
 34.59173948]";35.78562642297757;34.81101027509101;32.50743702117118;28.717269451057344;[38.1823 38.5393 37.9006 ... 30.0036 29.7795 29.7166];31.72470941558445;30.65131426433857;28.37877324446599;24.303029347826083;[0.98943316 0.99004137 0.98926645 ... 0.95139023 0.94954795 0.94927964];0.9536353852462616;0.9429926618829775;0.8650376663801193;0.8320505117012852;[0.98586507 0.98642406 0.98576266 ... 0.95243287 0.95110168 0.95041609];0.9530350110756056;0.9423781026768764;0.8998326240990235;0.8313751990463689;"[22.7519746  23.15881907 29.27858325 ... 50.43601381 60.49046493
 60.49046493]";83.45732558254313;63.328790661953434;56.33326275388063;350.2999202734459;[0.02159116 0.02031258 0.02272584 ... 0.10743624 0.11044516 0.11044495];0.06742369598641665;0.05817326463020254;0.0564605216373052;0.1651510520519268;"[10.4162413  10.51789165 10.49465539 ...  8.93520139  8.9153705
  8.95311286]";10.277298753358718;9.9588594623487;9.865264573383278;12.038196765740116;"[59.57613386 65.23460925 57.30193845 ... 25.56722807 27.82760727
 25.39589036]";24.53123799456923;19.749984731532827;21.60046727498025;0.0;0.0;25.92;"[-0.42769699 -0.42769699 -0.42769699 ...  0.61040863  0.61040863
  0.61040863]";0.95364;0.95304;35.7856;1.0
16;1624.0;1.3268838085300174;0.0;0.0;24.0;"[37.34944049 37.46847471 37.46379224 ... 39.51715605 39.36944831
 39.46558059]";40.194901416582766;38.757174621362466;38.868294697730015;36.575743858798525;[33.9462 34.2339 34.2281 ... 35.7658 35.6142 35.7514];36.40523756157633;35.107087973175425;35.06139043463488;33.39516172839507;[0.99226514 0.99270471 0.99265518 ... 0.9925499  0.99222694 0.9926119 ];0.9910200119880023;0.9853367037755528;0.987767764575134;0.9823515893131409;[0.98945996 0.98974981 0.98969411 ... 0.99045527 0.99016729 0.99037299];0.9891130876606741;0.9831034663785057;0.984031665884232;0.979674600400251;[5.55841089 1.22453067 4.68687421 ... 7.70879001 8.21123655 8.21123655];10.232853768207864;5.711771668409386;7.182935973188921;44.41326884834337;[0.05161661 0.04906693 0.04905249 ... 0.04945891 0.05009176 0.04959944];0.041381240194367966;0.035987398073999956;0.03353359749160607;0.057226570688050024;[9.68713675 9.84135521 9.89206842 ... 9.89632705 9.92125537 9.76980322];10.34426522743467;9.479130096195435;9.55942830693427;14.51981926265089;"[48.9706153  51.64762946 50.73626463 ... 54.00374429 53.4748684
 56.33153779]";56.11809821625874;51.72166424753461;53.68957906770812;44.72794115836323;0.0;67.66666666666667;"[-0.43341824 -0.43341824 -0.43341824 ...  1.26177119  1.26177119
  1.26177119]";0.99102;0.98911;40.1949;1.0
17;1816.0;0.15777812086345286;8.0;0.0;24.0;"[35.34784009 35.23479657 35.2283284  ... 37.47062279 37.27052985
 37.06704205]";38.441492956934034;36.96304546654379;36.9258481376098;34.75566911405529;[31.0126 30.9264 30.9186 ... 32.8852 32.66   32.403 ];33.99503848522163;32.572808821748175;32.6050334190411;30.630277777777785;[0.98261703 0.98183698 0.98171357 ... 0.98227754 0.98141154 0.98093192];0.9818206732545455;0.9733271707675502;0.9726799939730904;0.9592183936460652;[0.98146155 0.98066044 0.980585   ... 0.98203853 0.98120762 0.98085081];0.9814955169096337;0.973276328971511;0.9703451755277736;0.9616950383429829;"[25.95436158 20.28898719 33.48069957 ... 31.81741821 56.68313427
 56.68313427]";29.471311106765082;16.52064432365302;20.690720942965427;149.02918138663443;[0.07406092 0.07513432 0.07504169 ... 0.07144493 0.07215457 0.07360561];0.05935009344379064;0.05049694149679985;0.04881767029742176;0.08618421404051084;"[11.34235993 11.6873361  11.6965682  ... 11.5987351  11.55967585
 11.63480347]";11.454394519451654;10.701177331417993;10.879743651250047;14.969889781030444;"[13.17265202 14.07966533 13.28266875 ... 16.6995934  16.26877126
 14.48370223]";27.588443694116375;21.29212089439515;22.86583508766151;8.257603732585604;1.0;36.125;"[-0.41231611 -0.41231611 -0.41231611 ...  0.6147509   0.61477468
  0.61543329]";0.92433;0.92402;33.3702;0.8613747532516022
18;1624.0;0.1549963278081959;0.0;67.66666666666667;24.0;"[34.42730215 34.61424708 34.61380159 ... 37.03065185 36.96961995
 37.04492173]";37.45547305714325;35.92527723406243;35.898233942403586;33.70040078499234;[29.7984 30.0808 30.0832 ... 32.2609 32.173  32.293 ];32.73108694581279;31.223301278290506;31.185850697431352;29.079096296296292;[0.97579346 0.9772914  0.97730113 ... 0.97838913 0.97860491 0.97914839];0.9735985860464607;0.9622567139984571;0.959516063709133;0.9428844303562697;[0.97622336 0.97709246 0.97707811 ... 0.97907799 0.97913038 0.97944348];0.9751225521676292;0.9647918825780498;0.9611177988016292;0.9494870324525787;"[40.11413827  6.78277805 30.84310281 ... 32.29813573 39.42937362
 39.42937362]";59.17177087353695;33.240215924817136;39.960020833633386;226.3565568822977;[0.08490357 0.08244761 0.08232413 ... 0.07725798 0.07586436 0.0755575 ];0.06988934681006916;0.058251463714614475;0.057875792776176375;0.1061980521032756;"[11.47639699 11.96770874 11.87775651 ... 12.24752415 12.27831065
 12.17967128]";12.065418580580351;11.402893139120987;11.541965487429358;15.025737054768676;[0.         0.         0.         ... 0.12450733 1.1520747  3.19755767];6.487430405414018;2.1183657345087488;5.7328565135356575;0.0;0.0;67.66666666666667;"[-0.24290344 -0.24290344 -0.24290344 ...  0.11059602  0.11107308
  0.11202718]";0.9736;0.97512;37.4555;1.0
19;1720.0;-0.09587614169522428;4.0;67.66666666666667;24.0;"[34.55605052 34.73394235 34.73117314 ... 36.95686181 36.85642403
 36.6799583 ]";37.742382133491326;36.220832845686076;36.21577573824312;33.989303027560105;[29.9531 30.2162 30.2152 ... 32.203  32.075  31.8643];33.05303657635467;31.565610069295936;31.57075915132036;29.479824691358026;[0.97693437 0.97836196 0.97830695 ... 0.97783143 0.97756324 0.97644354];0.9763015129765492;0.9660934421228868;0.9630814952489348;0.9499673488126865;[0.97717928 0.97796385 0.97789669 ... 0.97860977 0.97834316 0.97734753];0.9772033975087041;0.9677041517651948;0.9643339762128538;0.9543949461407346;"[41.17234957  1.85126083 29.70254998 ... 53.62412714 52.56595631
 52.56595631]";44.79559324767023;25.00738595874789;31.76606367105129;199.33217051842811;[0.08265884 0.08107815 0.08113307 ... 0.0772969  0.07682132 0.07827566];0.06735199548506075;0.056465286134947036;0.055674822143533455;0.10072325269785727;"[11.28433187 11.83948731 11.78115758 ... 12.60829942 12.39943429
 12.53318588]";12.06044566277439;11.374455722241247;11.468994061252321;15.285377655466851;[0. 0. 0. ... 0. 0. 0.];9.359150924969947;3.9100182493126185;8.236223351858657;0.0;1.0;31.0;"[-0.324929   -0.324929   -0.324929   ...  0.24969999  0.25119013
  0.25169023]";0.95021;0.95103;35.1313;0.9394403663485282
20;1624.0;0.48251858761805844;0.0;10.875;24.0;"[35.34784009 35.23479657 35.2283284  ... 37.56161788 37.3315851
 37.22463421]";37.96195798232282;36.44535145285255;36.306311829441995;32.83309846937135;[31.0126 30.9264 30.9186 ... 32.9744 32.7264 32.5906];33.43337949507395;31.94875406507936;31.853794707248166;27.890558024691348;[0.98261703 0.98183698 0.98171357 ... 0.98325276 0.98245253 0.98227027];0.9766570905013344;0.96574101961664;0.9219311961626514;0.9185173121094112;[0.98146155 0.98066044 0.980585   ... 0.98285143 0.98206725 0.98194749];0.9774684146946858;0.9673910945282848;0.9627950782570418;0.9309053917639979;"[25.95436158 20.28898719 33.48069957 ... 30.87305349 47.20878597
 47.20878597]";47.800477777408794;25.109635653941584;34.200820463604515;381.2388436945643;[0.07406092 0.07513432 0.07504169 ... 0.07000742 0.07120007 0.07209007];0.06428970497331973;0.05364296361624923;0.06013604728550502;0.12276023194127084;"[11.34235993 11.6873361  11.6965682  ... 11.3959851  11.19201376
 11.41450906]";11.545371648666919;10.790636747047449;10.833823924167078;15.01180759434791;"[13.17265202 14.07966533 13.28266875 ... 17.76331468 16.82936754
 17.63819593]";23.063414358056257;17.133465848323794;20.55539737281441;0.0;0.0;25.25;"[-0.30803341 -0.30803341 -0.30803341 ...  0.75802896  0.76128142
  0.76478654]";0.97666;0.97747;37.962;1.0
21;1944.0;-0.21860625999747665;13.333333333333334;0.0;24.0;"[35.31963196 35.17621583 35.16895824 ... 37.84610014 37.72486099
 37.67349293]";38.40881542600455;36.92815636117955;36.919112035434445;34.67502973816571;[30.9526 30.8504 30.8438 ... 33.3409 33.2322 33.1496];33.961474938423656;32.53625343622943;32.534167701592054;30.468166666666672;[0.98241257 0.98132006 0.98116174 ... 0.98483272 0.98450665 0.98421747];0.981496824854003;0.9727838814986068;0.9686671499070423;0.9538326407277127;[0.98133854 0.9803209  0.9801984  ... 0.9840094  0.98356095 0.98333935];0.9812449929085937;0.9728257204701318;0.9676211089430246;0.9575277597225728;"[27.44409596 12.61219873 27.79782029 ... 22.7294793  26.92264254
 26.92264254]";30.42804616406946;17.144934993778204;22.14170366102267;170.25378873554837;[0.07462572 0.07560441 0.07573332 ... 0.06750766 0.0679429  0.06908283];0.05961682535252736;0.05057782478112857;0.0492877288534208;0.08790492952139468;"[11.41018769 11.64908524 11.6410617  ... 11.22831281 11.13382071
 11.19546078]";11.440232432963375;10.667655029136743;10.84176622135987;14.963258642514274;"[13.35578492 14.65891121 13.62313466 ... 23.51383685 25.71579563
 22.26010461]";27.13677108245798;20.901906458199953;22.631064370626675;4.370657786093782;2.0;40.541666666666664;"[-0.41263256 -0.41263256 -0.41263256 ...  0.51695712  0.51622347
  0.51587125]";0.88306;0.88282;30.2309;0.795747856583414
22;1824.0;0.09169736096006881;8.333333333333334;13.875;24.0;"[35.31963196 35.17621583 35.16895824 ... 37.4526387  37.22474852
 37.1339735 ]";38.217993696808044;36.73898896918723;36.65860098471364;34.581333790144974;[30.9526 30.8504 30.8438 ... 32.8536 32.5797 32.4854];33.71106293103441;32.28656976942967;32.20773757908101;30.27323703703703;[0.98241257 0.98132006 0.98116174 ... 0.98233445 0.98125407 0.98088118];0.9798141453821444;0.9707748874953716;0.9676911933672626;0.949312394707493;[0.98133854 0.9803209  0.9801984  ... 0.98206859 0.98109365 0.98071066];0.9799458176652561;0.9713409927747049;0.9669891725299594;0.9541921169136833;"[27.44409596 12.61219873 27.79782029 ... 35.24629625 48.39066157
 48.39066157]";35.3561443874751;19.291331997249106;24.767790838373973;185.61754771660716;[0.07462572 0.07560441 0.07573332 ... 0.07105105 0.07255694 0.07400618];0.06174885035324646;0.05242211499335954;0.05028569665998392;0.09168681497278008;"[11.41018769 11.64908524 11.6410617  ... 11.32254847 11.33144125
 11.20880028]";11.582943016594655;10.827866466915191;10.995596320109382;15.010038538783522;"[13.35578492 14.65891121 13.62313466 ... 16.49651297 17.67834676
 16.58062408]";22.95198209910829;16.976847487498013;19.332271407909126;0.0;1.0;31.125;"[-0.31696228 -0.31696228 -0.31696228 ...  0.57340182  0.57125783
  0.56574607]";0.91095;0.91113;32.7443;0.8560355701812358
23;1624.0;0.373888851172092;0.0;22.208333333333332;24.0;"[35.31963196 35.17621583 35.16895824 ... 37.54626255 37.35412097
 37.1990137 ]";37.78774373792581;36.25904557532965;36.19530801425646;33.49094606535267;[30.9526 30.8504 30.8438 ... 32.977  32.7461 32.5641];33.20744556650247;31.715198990727103;31.669916940266305;28.592545679012357;[0.98241257 0.98132006 0.98116174 ... 0.98319134 0.98245458 0.98198669];0.9750396857084835;0.9639775756396545;0.9396556556174085;0.9216262491494259;[0.98133854 0.9803209  0.9801984  ... 0.98269941 0.98205039 0.98166251];0.9762438825586388;0.9660777518901085;0.9476682952837201;0.9326913437630795;"[27.44409596 12.61219873 27.79782029 ... 33.22885329 49.32483272
 49.32483272]";52.94873649876312;28.046225250345227;37.412411562529996;400.2997892724018;[0.07462572 0.07560441 0.07573332 ... 0.06991152 0.07108433 0.07170997];0.06614467537566429;0.05556035196285736;0.05418076582898622;0.11154800640739826;"[11.41018769 11.64908524 11.6410617  ... 11.39353328 11.24584394
 11.36214545]";11.684128482714254;10.957360806524381;11.055302034901107;14.851894727391773;"[13.35578492 14.65891121 13.62313466 ... 17.76596686 17.87263609
 16.30959521]";18.69484156414777;13.59788040581853;17.593394579325146;0.0;0.0;22.791666666666668;"[-0.3462873  -0.3462873  -0.3462873  ...  0.6098346   0.61008401
  0.61054956]";0.97504;0.97624;37.7877;1.0
24;1555.0;1.3987228800014215;0.0;0.0;24.0;"[32.65633895 32.21228957 32.27642766 ... 35.47843499 35.32304227
 36.24374078]";35.45717870687941;34.27109662846321;33.69965654124493;31.34732102433624;[29.6453 28.9696 28.9086 ... 31.5789 31.345  32.3629];31.688398327974294;30.49808624073381;30.076489321246278;27.727562337662338;[0.95903602 0.95131142 0.95094958 ... 0.97463338 0.97395324 0.97649302];0.9706245866282966;0.9609071439056782;0.950908076051448;0.9344983395345584;[0.96621525 0.96063473 0.9602966  ... 0.97999459 0.97964796 0.98150598];0.9768713119284034;0.9688362046638617;0.9628907240554127;0.952230855413625;"[15.77306105 26.96379107 26.03239631 ... 14.46211697 11.03531595
 11.03531595]";22.1431937045423;15.245456363048119;17.621233410731815;58.73774734574184;[0.07308021 0.07939594 0.07981155 ... 0.06043854 0.06164716 0.05589929];0.06046667688122461;0.05212795710780459;0.05238280439720291;0.1011986941207112;[7.70238428 7.46236619 7.844801   ... 7.82579762 7.85362373 7.73804645];8.39391551872524;8.026337552779829;8.040829825884906;9.94051553987358;"[36.07872951 30.53343095 33.39548868 ... 40.09966833 38.25367423
 48.00389657]";45.97349189703743;40.29367836993812;41.41366743653405;30.319591398446445;0.0;64.79166666666667;"[-0.34836682 -0.34836682 -0.34836682 ...  1.39233008  1.39343111
  1.39402429]";0.97062;0.97687;35.4572;1.0
25;1747.0;0.1842633712394983;8.0;0.0;24.0;"[30.26815082 30.3960387  30.19356746 ... 32.81095529 32.66038744
 33.47671344]";33.2174285146006;32.09816932142192;31.58502215518908;29.16923536016376;[26.0155 26.2243 25.8914 ... 28.1164 27.8814 28.7388];28.703464051446954;27.569074470497707;27.00911281991387;24.595050649350654;[0.90839369 0.91214914 0.9062046  ... 0.95108316 0.94941979 0.9532729 ];0.9471818957643081;0.9323666116622369;0.9107750612678185;0.872622659219061;[0.93004513 0.93320912 0.92820761 ... 0.96330638 0.96242936 0.96514453];0.9603201172923127;0.9488369903732353;0.9349948701993817;0.9101754468657604;"[65.09033911 69.70187604 81.03319736 ... 53.0061699  45.04197127
 45.04197127]";58.05493945147477;40.431060747002974;45.241891849387855;174.85181583030544;[0.1156013  0.1134735  0.11601755 ... 0.0868619  0.08935096 0.08200364];0.08812373830455299;0.07610646762023061;0.0751102136872976;0.1596671660560939;[8.99800401 8.6914335  9.06944903 ... 8.934209   8.7316464  8.79563878];9.521834249005751;9.160344520329774;9.170273731775044;10.88478912241414;"[0.00000000e+00 6.82711825e-03 0.00000000e+00 ... 7.65689400e+00
 4.26120447e+00 1.61104546e+01]";17.19522046522321;10.943177621799856;14.064814072980537;0.0;1.0;34.708333333333336;"[-0.25080637 -0.25080637 -0.25080637 ...  0.51768807  0.51758282
  0.51750215]";0.89242;0.90436;28.6869;0.8556899276024138
26;1555.0;0.09299355312554236;0.0;64.79166666666667;24.0;"[29.68763351 29.391792   29.37948398 ... 31.5638688  31.47015063
 32.33731745]";31.909232444434725;30.831509019937943;30.336605643763207;28.26180694338502;[25.1067 24.7864 24.7155 ... 26.5212 26.3965 27.2911];27.034381157556243;25.947844396165376;25.4551946705736;23.37354545454546;[0.8962375  0.88709315 0.88610735 ... 0.93332968 0.93161699 0.93850636];0.9295504320163812;0.9116058982765136;0.8905683644145391;0.8453248702270619;[0.9222835  0.91438955 0.9138146  ... 0.95083043 0.94986707 0.95478201];0.9473941228368813;0.9336770449729046;0.9206458258031488;0.8906581386627939;"[ 99.88042399 129.8386057  128.01018636 ...  94.09723763  66.89239692
  66.89239692]";110.70932336208176;78.55360301640275;86.7342658199496;275.9944818083423;[0.12814002 0.13086524 0.13177716 ... 0.10238162 0.10343852 0.09565767];0.10345433103091933;0.08988452188411931;0.08956244978597626;0.18182871271052198;[9.83303854 9.68258822 9.91314005 ... 9.74161516 9.68323372 9.78940528];10.37021788536461;10.066221939889326;10.05451484415086;11.464571463956968;[0. 0. 0. ... 0. 0. 0.];3.2513394165814753;0.8905319957346219;3.1659180509026337;0.0;0.0;64.79166666666667;"[-0.32781033 -0.32781033 -0.32781033 ... -0.00941286 -0.00890885
 -0.01002679]";0.92955;0.94739;31.9092;1.0
27;1651.0;-0.2264875021274497;4.0;64.79166666666667;24.0;"[29.79879512 29.48381322 29.52593662 ... 31.59568857 31.45540161
 31.9569486 ]";32.26160938660064;31.15753978920704;30.606570923430805;28.371344316176703;[25.249  24.9104 24.8815 ... 26.5837 26.3799 26.8953];27.414536334405124;26.30342666554718;25.752239204088504;23.522902597402595;[0.90141572 0.89200856 0.8926235  ... 0.93557346 0.93343729 0.93635816];0.9356650098166102;0.9185518600591147;0.8948454371008892;0.8519913412475179;[0.92603903 0.91819763 0.91885467 ... 0.95220424 0.9508539  0.95301226];0.9521008645834083;0.9390303198031613;0.9240184612229662;0.8960534089636447;"[ 71.5964272  101.35781473 109.15769165 ...  95.01687182  70.62352827
  70.62352827]";85.23218064826162;60.36083098097356;67.0198437766371;221.77587532400122;[0.12537613 0.12928628 0.12946151 ... 0.10207695 0.10328678 0.09777618];0.10026946429868121;0.08686241426427706;0.08660330715011616;0.17843456624606616;[9.5967495  9.58135724 9.73566985 ... 9.76855513 9.83695216 9.79062026];10.310477080140565;10.000226843416344;10.021498413203865;11.387819513955739;[0. 0. 0. ... 0. 0. 0.];4.530048426846755;1.4005579903936836;4.394701621233027;0.0;1.0;29.583333333333332;"[-0.26157181 -0.26157181 -0.26157181 ... -0.06280326 -0.06315225
 -0.06271222]";0.9118;0.92739;29.884;0.9368398228085164
28;1555.0;0.14395013937418646;0.0;10.833333333333334;24.0;"[30.26815082 30.3960387  30.19356746 ... 32.35368276 32.12877102
 32.56191944]";32.72745931976337;31.575660131744627;31.092015970247054;29.17729368328325;[26.0155 26.2243 25.8914 ... 27.6131 27.2969 27.7192];28.116479485530522;26.944979087528157;26.532157704041886;24.573877922077923;[0.90839369 0.91214914 0.9062046  ... 0.9459545  0.94238323 0.94349147];0.9423897080551873;0.9261982134686633;0.9124605869647553;0.8732360829620058;[0.93004513 0.93320912 0.92820761 ... 0.95950584 0.95715941 0.9579807 ];0.9565169575910905;0.9439518023717305;0.9360227947549166;0.9104980691968696;"[65.09033911 69.70187604 81.03319736 ... 68.03512564 60.23957753
 60.23957753]";79.36257325271345;55.157293253118134;58.67595195077775;253.25550736089141;[0.1156013  0.1134735  0.11601755 ... 0.09022785 0.09223593 0.08818552];0.09171194044967028;0.07921574033145436;0.0792054928150223;0.15933607117641632;[8.99800401 8.6914335  9.06944903 ... 8.85396016 9.01541543 8.73762963];9.713364898512786;9.351985837800585;9.297808089392815;11.119128254797719;[0.         0.00682712 0.         ... 2.84027258 0.         6.79834052];12.006815647248013;6.280649910446114;10.126715015857734;0.0;0.0;23.875;"[-0.31366533 -0.31366533 -0.31366533 ...  0.27537295  0.27537295
  0.27537295]";0.94239;0.95652;32.7275;1.0
